# t     n_CO      n_C      n_O       n_solidC    n_Mg      	n_Si      n_SiO    n_Mg2SiO4  n_H    ncritical_Cg     ncritical_Sig
15418312.90894 37174376.23974 4.48350 95137.28924 4728801.07448 37.98948 0.02046 85426.81278 87052.48019 392197758415.84161 2.00000 2.00000 
15419312.90894 37164826.60928 4.48238 95112.84946 4727586.30494 37.97914 0.02045 85404.86742 87030.11779 392197758415.84161 2.00000 2.00000 
15420312.90894 37155276.97883 4.48126 95088.40969 4726371.53539 37.96880 0.02045 85382.92206 87007.75539 392197758415.84161 2.00000 2.00000 
15421312.90894 37145727.34838 4.48013 95063.96992 4725156.76585 37.95847 0.02044 85360.97669 86985.39299 392197758415.84161 2.00000 2.00000 
15422312.90894 37136177.71793 4.47901 95039.53014 4723941.99631 37.94813 0.02044 85339.03133 86963.03059 392197758415.84161 2.00000 2.00000 
15423312.90894 37126628.08747 4.47789 95015.09037 4722727.22676 37.93780 0.02043 85317.08596 86940.66819 392197758415.84161 2.00000 2.00000 
15424312.90894 37117078.45702 4.47677 94990.65059 4721512.45722 37.92746 0.02042 85295.14060 86918.30579 392197758415.84161 2.00000 2.00000 
15425312.90894 37107529.54732 4.47565 94966.21266 4720297.77936 37.91713 0.02042 85273.19689 86895.94507 392197758415.84161 2.00000 2.00000 
15426312.90894 37097988.40543 4.47453 94941.79461 4719084.08961 37.90680 0.02041 85251.27104 86873.60255 392197758415.84161 2.00000 2.00000 
15427312.90894 37088447.26354 4.47340 94917.37656 4717870.39986 37.89648 0.02041 85229.34518 86851.26003 392197758415.84161 2.00000 2.00000 
15428312.90894 37078906.12165 4.47228 94892.95851 4716656.71011 37.88615 0.02040 85207.41933 86828.91750 392197758415.84161 2.00000 2.00000 
15429312.90894 37069364.97976 4.47116 94868.54046 4715443.02037 37.87583 0.02040 85185.49347 86806.57498 392197758415.84161 2.00000 2.00000 
15430312.90894 37059823.83787 4.47004 94844.12242 4714229.33062 37.86551 0.02039 85163.56762 86784.23246 392197758415.84161 2.00000 2.00000 
15431312.90894 37050282.69597 4.46892 94819.70437 4713015.64087 37.85518 0.02039 85141.64176 86761.88993 392197758415.84161 2.00000 2.00000 
15432312.90894 37040741.55408 4.46780 94795.28632 4711801.95112 37.84486 0.02038 85119.71591 86739.54741 392197758415.84161 2.00000 2.00000 
15433312.90894 37031200.41219 4.46668 94770.86827 4710588.26137 37.83454 0.02038 85097.79005 86717.20488 392197758415.84161 2.00000 2.00000 
15434312.90894 37021659.27030 4.46556 94746.45022 4709374.57162 37.82422 0.02037 85075.86420 86694.86236 392197758415.84161 2.00000 2.00000 
15435312.90894 37012118.12841 4.46444 94722.03217 4708160.88187 37.81390 0.02037 85053.93835 86672.51983 392197758415.84161 2.00000 2.00000 
15436312.90894 37002576.98652 4.46332 94697.61412 4706947.19212 37.80358 0.02036 85032.01249 86650.17730 392197758415.84161 2.00000 2.00000 
15437312.90894 36993035.84463 4.46219 94673.19608 4705733.50237 37.79326 0.02036 85010.08664 86627.83478 392197758415.84161 2.00000 2.00000 
15438312.90894 36983494.70273 4.46107 94648.77803 4704519.81263 37.78294 0.02035 84988.16079 86605.49225 392197758415.84161 2.00000 2.00000 
15439312.90894 36973958.49148 4.45995 94624.37260 4703306.75008 37.77262 0.02035 84966.24626 86583.16127 392197758415.84161 2.00000 2.00000 
15440312.90894 36964425.77934 4.45883 94599.97612 4702094.13265 37.76231 0.02034 84944.33978 86560.83849 392197758415.84161 2.00000 2.00000 
15441312.90894 36954893.06720 4.45771 94575.57965 4700881.51521 37.75200 0.02034 84922.43330 86538.51570 392197758415.84161 2.00000 2.00000 
15442312.90894 36945360.35506 4.45659 94551.18318 4699668.89778 37.74169 0.02033 84900.52682 86516.19291 392197758415.84161 2.00000 2.00000 
15443312.90894 36935827.64293 4.45547 94526.78670 4698456.28034 37.73138 0.02033 84878.62034 86493.87012 392197758415.84161 2.00000 2.00000 
15444312.90894 36926294.93079 4.45435 94502.39023 4697243.66291 37.72108 0.02032 84856.71386 86471.54734 392197758415.84161 2.00000 2.00000 
15445312.90894 36916762.21865 4.45323 94477.99376 4696031.04547 37.71077 0.02031 84834.80738 86449.22455 392197758415.84161 2.00000 2.00000 
15446312.90894 36907229.50651 4.45211 94453.59728 4694818.42804 37.70046 0.02031 84812.90090 86426.90176 392197758415.84161 2.00000 2.00000 
15447312.90894 36897696.79437 4.45099 94429.20081 4693605.81060 37.69015 0.02030 84790.99442 86404.57897 392197758415.84161 2.00000 2.00000 
15448312.90894 36888164.08223 4.44987 94404.80434 4692393.19317 37.67985 0.02030 84769.08794 86382.25619 392197758415.84161 2.00000 2.00000 
15449312.90894 36878631.37010 4.44875 94380.40787 4691180.57573 37.66954 0.02029 84747.18146 86359.93340 392197758415.84161 2.00000 2.00000 
