# t     dt     X_CO      X_C     X_O    X_solidC   	X_Mg      X_Si     X_SiO       X_Mg2SiO4    X_H    adap_flag     sat_Cg    lnsat_Sig
5.00000e+01 1.00000e+03 0.00000e+00 8.00000e-02 9.45614e-02 0.00000e+00 6.70000e-04 1.49214e-09 1.20862e-03 0.00000e+00 3.72000e-02 0 7.09854e-14 -7.03974e+01 
1.05000e+03 1.00000e+03 6.37573e-04 7.97266e-02 9.41972e-02 0.00000e+00 6.70000e-04 1.49214e-09 1.20862e-03 0.00000e+00 3.72000e-02 0 7.09854e-14 -7.03974e+01 
1.05003e+03 1.00000e+03 2.80100e-199 8.00000e-02 9.50000e-02 0.00000e+00 6.70000e-04 1.49214e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.77589e-10 -5.64597e+01 
1.30003e+03 1.00000e+03 1.10766e-03 7.95250e-02 9.43673e-02 0.00000e+00 6.70000e-04 1.47255e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.79569e-09 -4.26187e+01 
1.30005e+03 1.00000e+03 2.80100e-199 8.00000e-02 9.50000e-02 0.00000e+00 6.70000e-04 1.47255e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.76128e-09 -4.26388e+01 
1.55005e+03 1.00000e+03 1.10766e-03 7.95250e-02 9.43673e-02 0.00000e+00 6.70000e-04 1.45321e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.79569e-09 -4.26187e+01 
1.55006e+03 1.00000e+03 2.80100e-199 8.00000e-02 9.50000e-02 0.00000e+00 6.70000e-04 1.45321e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.76128e-09 -4.26388e+01 
1.80006e+03 1.00000e+03 1.10766e-03 7.95250e-02 9.43673e-02 0.00000e+00 6.70000e-04 1.43413e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.79569e-09 -4.26187e+01 
1.80008e+03 1.00000e+03 2.80100e-199 8.00000e-02 9.50000e-02 0.00000e+00 6.70000e-04 1.43413e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.76128e-09 -4.26388e+01 
2.05008e+03 1.00000e+03 1.10766e-03 7.95250e-02 9.43673e-02 0.00000e+00 6.70000e-04 1.41530e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.79569e-09 -4.26187e+01 
2.05009e+03 1.00000e+03 2.80100e-199 8.00000e-02 9.50000e-02 0.00000e+00 6.70000e-04 1.41530e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.76128e-09 -4.26388e+01 
2.30009e+03 1.00000e+03 1.10766e-03 7.95250e-02 9.43673e-02 0.00000e+00 6.70000e-04 1.39672e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.79569e-09 -4.26187e+01 
2.30011e+03 1.00000e+03 2.80100e-199 8.00000e-02 9.50000e-02 0.00000e+00 6.70000e-04 1.39672e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.76128e-09 -4.26388e+01 
2.55011e+03 1.00000e+03 1.10766e-03 7.95250e-02 9.43673e-02 0.00000e+00 6.70000e-04 1.37838e-09 1.20862e-03 0.00000e+00 3.72000e-02 1 5.79569e-09 -4.26187e+01 
