# t     n_CO      n_C      n_O       n_solidC    n_Mg      	n_Si      n_SiO    n_Mg2SiO4  n_H    ncritical_Cg     ncritical_Sig
20792497.96753 1114183.36689 0.25507 8791572.15884 41.77921 0.00000 0.00007 18334.44514 27528.61911 3921977584158.41602 2.00000 2.00000 
20793497.96753 1113899.16609 0.25501 8789329.64480 41.76855 0.00000 0.00007 18329.76848 27521.59723 3921977584158.41602 2.00000 2.00000 
20794497.96753 1113614.96529 0.25494 8787087.13076 41.75789 0.00000 0.00007 18325.09181 27514.57536 3921977584158.41602 2.00000 2.00000 
20795497.96753 1113330.76449 0.25488 8784844.61672 41.74724 0.00000 0.00007 18320.41514 27507.55348 3921977584158.41602 2.00000 2.00000 
20796497.96753 1113046.56369 0.25481 8782602.10267 41.73658 0.00000 0.00007 18315.73848 27500.53161 3921977584158.41602 2.00000 2.00000 
20797497.96753 1112762.36289 0.25475 8780359.58863 41.72592 0.00000 0.00007 18311.06181 27493.50974 3921977584158.41602 2.00000 2.00000 
20798497.96753 1112478.16209 0.25468 8778117.07459 41.71527 0.00000 0.00007 18306.38514 27486.48786 3921977584158.41602 2.00000 2.00000 
20799497.96753 1112193.96128 0.25462 8775874.56055 41.70461 0.00000 0.00007 18301.70848 27479.46599 3921977584158.41602 2.00000 2.00000 
20800497.96753 1111909.76048 0.25455 8773632.04651 41.69395 0.00000 0.00007 18297.03181 27472.44411 3921977584158.41602 2.00000 2.00000 
20801497.96753 1111625.55968 0.25449 8771389.53246 41.68329 0.00000 0.00007 18292.35514 27465.42224 3921977584158.41602 2.00000 2.00000 
20802497.96753 1111341.35888 0.25442 8769147.01842 41.67264 0.00000 0.00007 18287.67848 27458.40036 3921977584158.41602 2.00000 2.00000 
20803497.96753 1111057.15808 0.25436 8766904.50438 41.66198 0.00000 0.00007 18283.00181 27451.37849 3921977584158.41602 2.00000 2.00000 
20804497.96753 1110772.95728 0.25429 8764661.99034 41.65132 0.00000 0.00007 18278.32515 27444.35662 3921977584158.41602 2.00000 2.00000 
20805497.96753 1110488.85834 0.25423 8762420.28006 41.64067 0.00000 0.00007 18273.65015 27437.33726 3921977584158.41602 2.00000 2.00000 
20806497.96753 1110204.90361 0.25416 8760179.70762 41.63002 0.00000 0.00007 18268.97754 27430.32146 3921977584158.41602 2.00000 2.00000 
20807497.96753 1109920.94887 0.25410 8757939.13519 41.61938 0.00000 0.00007 18264.30492 27423.30567 3921977584158.41602 2.00000 2.00000 
20808497.96753 1109636.99414 0.25403 8755698.56275 41.60873 0.00000 0.00007 18259.63230 27416.28987 3921977584158.41602 2.00000 2.00000 
20809497.96753 1109353.03940 0.25397 8753457.99031 41.59808 0.00000 0.00007 18254.95969 27409.27408 3921977584158.41602 2.00000 2.00000 
20810497.96753 1109069.08467 0.25391 8751217.41787 41.58743 0.00000 0.00007 18250.28707 27402.25828 3921977584158.41602 2.00000 2.00000 
20811497.96753 1108785.12993 0.25384 8748976.84544 41.57679 0.00000 0.00007 18245.61445 27395.24249 3921977584158.41602 2.00000 2.00000 
20812497.96753 1108501.17520 0.25378 8746736.27300 41.56614 0.00000 0.00007 18240.94183 27388.22669 3921977584158.41602 2.00000 2.00000 
20813497.96753 1108217.22046 0.25371 8744495.70056 41.55549 0.00000 0.00007 18236.26922 27381.21090 3921977584158.41602 2.00000 2.00000 
20814497.96753 1107933.26573 0.25365 8742255.12813 41.54484 0.00000 0.00007 18231.59660 27374.19511 3921977584158.41602 2.00000 2.00000 
20815497.96753 1107649.31099 0.25358 8740014.55569 41.53420 0.00000 0.00007 18226.92398 27367.17931 3921977584158.41602 2.00000 2.00000 
20816497.96753 1107365.35626 0.25352 8737773.98325 41.52355 0.00000 0.00007 18222.25136 27360.16352 3921977584158.41602 2.00000 2.00000 
20817497.96753 1107081.40152 0.25345 8735533.41082 41.51290 0.00000 0.00007 18217.57875 27353.14772 3921977584158.41602 2.00000 2.00000 
20818497.96753 1106797.44679 0.25339 8733292.83838 41.50225 0.00000 0.00007 18212.90613 27346.13193 3921977584158.41602 2.00000 2.00000 
20819497.96753 1106513.49205 0.25332 8731052.26594 41.49160 0.00000 0.00007 18208.23351 27339.11613 3921977584158.41602 2.00000 2.00000 
20820497.96753 1106229.53732 0.25326 8728811.69351 41.48096 0.00000 0.00007 18203.56089 27332.10034 3921977584158.41602 2.00000 2.00000 
20821497.96753 1105945.58258 0.25319 8726571.12107 41.47031 0.00000 0.00007 18198.88828 27325.08454 3921977584158.41602 2.00000 2.00000 
20822497.96753 1105661.62785 0.25313 8724330.54863 41.45966 0.00000 0.00007 18194.21566 27318.06875 3921977584158.41602 2.00000 2.00000 
20823497.96753 1105377.72496 0.25306 8722090.38528 41.44902 0.00000 0.00007 18189.54390 27311.05423 3921977584158.41602 2.00000 2.00000 
20824497.96753 1105094.02317 0.25300 8719851.80872 41.43838 0.00000 0.00007 18184.87544 27304.04469 3921977584158.41602 2.00000 2.00000 
20825497.96753 1104810.32137 0.25293 8717613.23215 41.42774 0.00000 0.00007 18180.20699 27297.03514 3921977584158.41602 2.00000 2.00000 
20826497.96753 1104526.61958 0.25287 8715374.65558 41.41710 0.00000 0.00007 18175.53853 27290.02560 3921977584158.41602 2.00000 2.00000 
20827497.96753 1104242.91779 0.25280 8713136.07901 41.40646 0.00000 0.00007 18170.87008 27283.01605 3921977584158.41602 2.00000 2.00000 
20828497.96753 1103959.21600 0.25274 8710897.50244 41.39583 0.00000 0.00007 18166.20162 27276.00651 3921977584158.41602 2.00000 2.00000 
20829497.96753 1103675.51420 0.25267 8708658.92587 41.38519 0.00000 0.00007 18161.53317 27268.99696 3921977584158.41602 2.00000 2.00000 
20830497.96753 1103391.81241 0.25261 8706420.34930 41.37455 0.00000 0.00007 18156.86471 27261.98742 3921977584158.41602 2.00000 2.00000 
20831497.96753 1103108.11062 0.25254 8704181.77273 41.36391 0.00000 0.00007 18152.19626 27254.97787 3921977584158.41602 2.00000 2.00000 
20832497.96753 1102824.40883 0.25248 8701943.19617 41.35327 0.00000 0.00007 18147.52780 27247.96833 3921977584158.41602 2.00000 2.00000 
20833497.96753 1102540.70703 0.25241 8699704.61960 41.34264 0.00000 0.00007 18142.85935 27240.95878 3921977584158.41602 2.00000 2.00000 
20834497.96753 1102257.00524 0.25235 8697466.04303 41.33200 0.00000 0.00007 18138.19089 27233.94924 3921977584158.41602 2.00000 2.00000 
20835497.96753 1101973.30345 0.25228 8695227.46646 41.32136 0.00000 0.00007 18133.52244 27226.93969 3921977584158.41602 2.00000 2.00000 
20836497.96753 1101689.60166 0.25222 8692988.88989 41.31072 0.00000 0.00007 18128.85398 27219.93015 3921977584158.41602 2.00000 2.00000 
20837497.96753 1101405.89986 0.25215 8690750.31332 41.30008 0.00000 0.00007 18124.18553 27212.92060 3921977584158.41602 2.00000 2.00000 
20838497.96753 1101122.19807 0.25209 8688511.73675 41.28944 0.00000 0.00007 18119.51707 27205.91106 3921977584158.41602 2.00000 2.00000 
20839497.96753 1100838.49628 0.25202 8686273.16019 41.27881 0.00000 0.00007 18114.84862 27198.90151 3921977584158.41602 2.00000 2.00000 
20840497.96753 1100554.79449 0.25196 8684034.58362 41.26817 0.00000 0.00007 18110.18016 27191.89197 3921977584158.41602 2.00000 2.00000 
20841497.96753 1100271.09269 0.25189 8681796.00705 41.25753 0.00000 0.00007 18105.51171 27184.88242 3921977584158.41602 2.00000 2.00000 
20842497.96753 1099987.63119 0.25183 8679559.32647 41.24690 0.00000 0.00007 18100.84720 27177.87881 3921977584158.41602 2.00000 2.00000 
20843497.96753 1099704.17459 0.25176 8677322.68464 41.23627 0.00000 0.00007 18096.18278 27170.87533 3921977584158.41602 2.00000 2.00000 
20844497.96753 1099420.71799 0.25170 8675086.04282 41.22564 0.00000 0.00007 18091.51836 27163.87184 3921977584158.41602 2.00000 2.00000 
20845497.96753 1099137.26140 0.25164 8672849.40100 41.21501 0.00000 0.00007 18086.85394 27156.86835 3921977584158.41602 2.00000 2.00000 
20846497.96753 1098853.80480 0.25157 8670612.75917 41.20439 0.00000 0.00007 18082.18952 27149.86487 3921977584158.41602 2.00000 2.00000 
20847497.96753 1098570.34821 0.25151 8668376.11735 41.19376 0.00000 0.00007 18077.52510 27142.86138 3921977584158.41602 2.00000 2.00000 
20848497.96753 1098286.89161 0.25144 8666139.47553 41.18313 0.00000 0.00007 18072.86068 27135.85789 3921977584158.41602 2.00000 2.00000 
20849497.96753 1098003.43501 0.25138 8663902.83370 41.17250 0.00000 0.00007 18068.19626 27128.85441 3921977584158.41602 2.00000 2.00000 
20850497.96753 1097719.97842 0.25131 8661666.19188 41.16187 0.00000 0.00007 18063.53184 27121.85092 3921977584158.41602 2.00000 2.00000 
20851497.96753 1097436.52182 0.25125 8659429.55006 41.15124 0.00000 0.00007 18058.86742 27114.84743 3921977584158.41602 2.00000 2.00000 
20852497.96753 1097153.06523 0.25118 8657192.90823 41.14061 0.00000 0.00007 18054.20300 27107.84394 3921977584158.41602 2.00000 2.00000 
20853497.96753 1096869.60863 0.25112 8654956.26641 41.12998 0.00000 0.00007 18049.53858 27100.84046 3921977584158.41602 2.00000 2.00000 
20854497.96753 1096586.15203 0.25105 8652719.62459 41.11935 0.00000 0.00007 18044.87416 27093.83697 3921977584158.41602 2.00000 2.00000 
20855497.96753 1096302.69544 0.25099 8650482.98276 41.10872 0.00000 0.00007 18040.20974 27086.83348 3921977584158.41602 2.00000 2.00000 
20856497.96753 1096019.23884 0.25092 8648246.34094 41.09810 0.00000 0.00007 18035.54532 27079.83000 3921977584158.41602 2.00000 2.00000 
20857497.96753 1095735.78224 0.25086 8646009.69911 41.08747 0.00000 0.00007 18030.88090 27072.82651 3921977584158.41602 2.00000 2.00000 
20858497.96753 1095452.32565 0.25079 8643773.05729 41.07684 0.00000 0.00007 18026.21648 27065.82302 3921977584158.41602 2.00000 2.00000 
20859497.96753 1095168.86905 0.25073 8641536.41547 41.06621 0.00000 0.00007 18021.55206 27058.81954 3921977584158.41602 2.00000 2.00000 
20860497.96753 1094947.26823 0.25068 8639787.85262 41.05790 0.00000 0.00007 18017.90551 27053.34435 3921977584158.41602 2.00000 2.00000 
20861497.96753 1094747.51730 0.25063 8638211.69852 41.05041 0.00000 0.00007 18014.61851 27048.40901 3921977584158.41602 2.00000 2.00000 
20862497.96753 1094547.76637 0.25059 8636635.54441 41.04292 0.00000 0.00007 18011.33151 27043.47368 3921977584158.41602 2.00000 2.00000 
