       50.000003   1.0648380e+13       30000.000
       50.057607   1.0648380e+13       29512.078
       50.115277   1.0648380e+13       29512.078
       50.173013   1.0648380e+13       28183.817
       50.230816   1.0648380e+13       28183.817
       50.288685   1.0648380e+13       28183.817
       50.346621   1.0648380e+13       28183.817
       50.404624   1.1947684e+13       28840.318
       50.462694   1.1947684e+13       28840.318
       50.520831   1.1947684e+13       28840.318
       50.579034   1.1947684e+13       28840.318
       50.637305   1.0648380e+13       28183.817
       50.695643   1.0648380e+13       28183.817
       50.754047   1.1947684e+13       28183.817
       50.812520   1.1947684e+13       28183.817
       50.871059   1.1947684e+13       28183.817
       50.929666   1.1947684e+13       28183.817
       50.988341   1.1947684e+13       28183.817
       51.047083   1.0648380e+13       28183.817
       51.105893   1.1947684e+13       27542.291
       51.164771   1.1947684e+13       27542.291
       51.223716   1.1947684e+13       27542.291
       51.282729   1.1947684e+13       27542.291
       51.341811   1.0648380e+13       28183.817
       51.400960   1.0648380e+13       28183.817
       51.460178   1.1947684e+13       26302.685
       51.519464   1.1947684e+13       26302.685
       51.578818   1.3405528e+13       26302.685
       51.638240   1.3405528e+13       26302.685
       51.697731   1.3405528e+13       26302.685
       51.757290   1.3405528e+13       25703.949
       51.816918   1.3405528e+13       25703.949
       51.876615   1.3405528e+13       25118.870
       51.936381   1.3405528e+13       25118.870
       51.996215   1.3405528e+13       24547.082
       52.056119   1.3405528e+13       24547.082
       52.116091   1.3405528e+13       24547.082
       52.176132   1.3405528e+13       24547.082
       52.236243   1.3405528e+13       24547.082
       52.296423   1.3405528e+13       24547.082
       52.356672   1.5041223e+13       22387.206
       52.416991   1.5041223e+13       21877.624
       52.477379   1.5041223e+13       21877.624
       52.537836   1.5041223e+13       21877.624
       52.598364   1.5041223e+13       21877.624
       52.658961   1.5041223e+13       21877.624
       52.719627   1.5041223e+13       21877.624
       52.780364   1.5041223e+13       21877.624
       52.841171   1.5041223e+13       21877.624
       52.902048   1.5041223e+13       21877.624
       52.962995   1.5878306e+13       21809.243
       53.024012   1.5983236e+13       21669.134
       53.085099   1.6088166e+13       21533.855
       53.146257   1.6193096e+13       21398.576
       53.207485   1.6298026e+13       21276.449
       53.268784   1.6402957e+13       21154.321
       53.330153   1.6507887e+13       21032.193
       53.391594   1.6612817e+13       20910.066
       53.453104   1.6704882e+13       20781.438
       53.514686   1.6796948e+13       20652.810
       53.576339   1.6889014e+13       20524.183
       53.638063   1.6981080e+13       20395.555
       53.699858   1.7086010e+13       20273.427
       53.761724   1.7190940e+13       20151.300
       53.823661   1.7308673e+13       20022.110
       53.885670   1.7426407e+13       19892.919
       53.947750   1.7544140e+13       19763.729
       54.009901   1.7661874e+13       19634.539
       54.072125   1.7779608e+13       19505.349
       54.134419   1.7910206e+13       19376.159
       54.196786   1.8027939e+13       19253.320
       54.259225   1.8145673e+13       19130.482
       54.321735   1.8263406e+13       19007.643
       54.384318   1.8381140e+13       18884.805
       54.446972   1.8511738e+13       18755.615
       54.509699   1.8642336e+13       18626.424
       54.572498   1.8760069e+13       18512.448
       54.635369   1.8877803e+13       18398.472
       54.698313   1.8981102e+13       18284.496
